REVIEWER,REVIEW_DATE,REVIEW_DURATION,REVIEW,1 NAME,RATING,NO OF STARS,PRICE,AMENITY 1,AMENITY 2,AMENITY 3,AMENITY 4,HNO
Sumedh Gaikwad,05-May,a year ago on,"Best place to stay,cool atmosphere, cleaning was good.",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Bharathi Saravana,05-May,2 years ago on,Padmam Restaurant next to Latha bazaar . A Non-vegetarian 1 . Tandoori chicken taste is best here in evening .,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Ramkumar Nallathambi,04-May,a year ago on,Decent place to celebrate birthday. Big enough to hold 100 people.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Dr Kick Raam,04-May,2 years ago on,Room service could have been better . Nice place to stay at the centre of the city.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Arun Gowd,05-May,a year ago on,Room are spacious and services are good and maintenance is super,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Nithish Kumar,04-May,10 months ago on,"Superb party hall for small functions like puberty, birthday party, engagement.......",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Beautiful Home,01-May,a year ago on,Worst 1 ever. Cheapest people... Cheap ethics.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
ARK phoenix,05-May,a year ago on,Good 1 accommodation is well maintained nice reply,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Naga Lakshmi,05-May,a year ago on,Can stay safely and good Delicious food. I love it,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
M K M,05-May,a year ago on,A place with good atmosphere and market friendly location to stay with family.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Thangamuthu Gurusamy,05-May,a year ago on,Best place to stay with friends and family... Very good service and friendly attenders...,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
sshiju sree,04-May,a year ago on,"a good stay, staffs r courteous, safe & peaceful.",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Anand Shukla,05-May,a year ago on,Interior is good I love veg  food that was unexpected for me at South,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Neethu Shameem,05-May,a year ago on,"Amazing food
Good attitude staff
Clean and hygienic",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Rohit Wade,05-May,a year ago on,Good location and service is also good . food is very tasty.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Gauhar,05-May,5 months ago on,Excellent place to stay.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Girija Goud,05-May,a year ago on,"Great ! Best place to check in, service and food is good.",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Rajeshkanna,03-May,2 years ago on,nice stay but extra person 400 paid only book goibobo not directly book very costly but car parking ok,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Mahalakshmi Muthukumar,05-May,a year ago on,This 1 is comfortable for arranging marriage function etc.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
AV RADHA,05-May,a year ago on,Nice rooms supportive staff exalent service,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Md Baseer,05-May,a year ago on,High quality response high features high rooms and high facilities. Excellent service by reception.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Garud,05-May,a year ago on,Awesome experience staying here.highly recomended.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Jeet Rathore,05-May,a year ago on,very nice 1 all service is very good,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Vishal K.R,05-May,2 years ago on,"The rooms were well maintained, it consisted of all new furnitures.Nice experience",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Narasimha N,05-May,a year ago on,"Fabulous stay, amazing experience with supportive staff.",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Higgs Boson,05-May,a year ago on,Awesome place with great ambience. I am really blessed.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Priyobrota Sarkar,05-May,a year ago on,This is the prime location.nice atmosphere and we'll behave staffs,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
கவிமணி தமிழன்,05-May,a year ago on,Nice room maitain services good good location,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
damodar,05-May,a year ago on,"Sunlit room.
Very comfortable stay, felt like home.",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
vicky koire,05-May,a year ago on,Room are good and hygienic and also affordable,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Jaya Chandran,05-May,a year ago on,Very clean and the restaurant tea and milk is very tasty and reasonable price,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Ranjit Chavan,05-May,a year ago on,Great 1 to stay...best quality,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
AAJ KI PATHSHALA,05-May,a year ago on,the place is pretty decent and staff are helpful and friendly too.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Uthra Thaanish,05-May,a year ago on,"Gud stafes and neet and clean rooms
Genuine cost for rooms",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Dharuman venkatesan,05-May,a year ago on,A peaceful place here our the chennai inn 1,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Muzzamil Pasha,05-May,a year ago on,Hi. Thz is lovely place in chennai want to visit again.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Rohit Panchal,05-May,a year ago on,Nice place clean room and good service,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
ashish sharma,05-May,a year ago on,Very clean and Nice 1.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Dheeraj Paigankar,05-May,a year ago on,Best stay I have ever experienced,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Sanjay Zote,05-May,a year ago on,Safe clean and super to stay with family,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
rohit Vengurlekar,05-May,a year ago on,The services are friendly. The rooms are clean...,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Subramanian,04-May,a year ago on,elegant rooms located on main road .. comfortable stay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Toddle Fun activities,04-May,a year ago on,Good service and comfortable stay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
BE MIGHTY,05-May,a year ago on,Its a beautiful place. Nice and comfy.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
suyash,04-May,2 years ago on,"TV was not working, no sleepers in room. Otherwise everything was upto the mark as per price.",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Chirag sai,05-May,a year ago on,best Family 1 with best and good price,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
VARUN CHAURASIA,05-May,a year ago on,"Stay was really nice
Staff are really cooperative.",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Aravind Subramanian,05-May,9 months ago on,"This is most happening spot in Chennai
great ambiance",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
SURESH KUMAR,05-May,a year ago on,A very good place for family stay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Fae da,03-May,8 months ago on,Little far.. Rest everything fine,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Rakesh Gupta,05-May,a year ago on,It was. A very good 1 for stay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Secret Superstar,05-May,11 months ago on,It was a nice and wonderful experience here 😍 …,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
SANJAY WORLD,05-May,a year ago on,This is the prime location.nice atmosphere and we'll behave staffs.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Shweta Tirkey,04-May,a year ago on,rooms r good happy stay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
latha.y Latha,04-May,a year ago on,Amazing dining experience with my hubby!,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Narendra Thani,05-May,a year ago on,Clean rooms and nice food,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Satish Singh Chouhan,05-May,a month ago on,Best,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
ANTONY B,05-May,a year ago on,Good place for business meeting and functions.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Syed Maaz,05-May,a year ago on,Nice & was a happy stay with Chennai inn,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Sandeep Choudhari,04-May,a year ago on,Nice place for party🎉 and get together👫 …,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Poonam Bhatti,05-May,a year ago on,The staff and atmosphere is very nice.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
John Henry,04-May,2 years ago on,Reception hall good..food o.k.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
RAGUPATHY RASU,05-May,2 months ago on,Good,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Venkataseshan R,05-May,a year ago on,Front office people was good politely guided.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Subhayan Paul,05-May,a year ago on,"Good place, nice food.",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Heena Aquib,05-May,a year ago on,Good rooms ....to stay in,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Kiran Kumar,05-May,a year ago on,👌👌👌👌 good area room's and services …,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Harikrishna Ampady,04-May,a year ago on,Restaurant not functioning now. Nearest is 1km away.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Shobhit Sharma,05-May,a year ago on,Very well  maintenance and hygienic,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Designer benarji,05-May,a year ago on,Good stay service is nice,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Sathish Ravi,05-May,a year ago on,Neat & Clean...comfort to stay...,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
satyajit das,05-May,a year ago on,It's a nyc and feeling luxurious.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Atanu Barua,05-May,a year ago on,Pretty good place to stay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Subbannagaari Purushotham,05-May,a year ago on,Staff manare is good and nice,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Sathish Kumar,05-May,a year ago on,One of the best of place and good service,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
SOWJANYA Mulagada,05-May,3 months ago on,Best place to visit,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Somu Siddu,05-May,11 months ago on,I hope pretty good for staying,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Anashwara Valsalan,05-May,a year ago on,Neat and worth the amount we pay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
MAHESH DHONI,04-May,11 months ago on,Super excited fell good,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
deep chandra,05-May,a year ago on,Best room service,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Surajit Pandit,05-May,a year ago on,Nice 1 in cheaper rate,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Adarsh P,05-May,a year ago on,very decent stay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Shikha Sharda,05-May,a year ago on,Room and sevices good,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Vinay Mishra,04-May,a year ago on,"Best Hospitality, good foor",THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Lakshminarayanan V (Sunil),04-May,2 years ago on,Good rooms and well maintained,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Abhay Vats,05-May,a year ago on,Very comfortable stay to stay,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Vinoth,03-May,4 months ago on,Ok,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Nikhil Vicky,04-May,a year ago on,Very nice,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Vikas Patidar,05-May,a year ago on,Good work,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Atanu Basu,05-May,a year ago on,Best service. Thanks.,THE CHENNAI INN,4.4,1,1273,Pool,Free Wi-Fi,Air-conditioned,,18
Mirian M,05-May,2 weeks ago on,My friend got married at a local 1 10mins away from this one but as it was fully booked I decided to stay at Intercontinental. Firstly I was technically alone but staff was extremely helpful. The front desk welcomed me and made me feel …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Snath,05-May,2 months ago on,"Our stay at Intercontinental Mahabalipuram resort was amazing ! The warm welcome with blowing of conch shell was really unique and interesting. We stayed in the bay view suites, the rooms were very spacious, well kept and very comfortable. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Asha B,05-May,3 weeks ago on,"Best experience always, much needed relaxation and time well spent with family. Everything is top notch from rooms to amenities,  especially spa. Brunch is the best i have had amongst many places. Definitely will visit often for that much needed break.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Sundararajan K,05-May,3 weeks ago on,"Excellent service at the restaurant. Breakfast was amazing and service was phenomenal. Thanks to Amen, Gaurav and the rest for their prompt service. The filter coffee was unbelievably good! Swimming pool was very easy to access and use - very user friendly for the elderly, kids and those learning to swim","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Mayank k,05-May,2 weeks ago on,"We had a wedding here..It’s a beach property with lovely cafe at the beach. Also the spa treatment was superb.|Elena took care of my spa. It was seriously a good massage.||The 1 staff is very cooperative. Special thanks to Irfan Sir, Mishra madam and Miss Priti.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Steven kussin,01-May,6 days ago on,"I would avoid this place at all costs. We drive by to have dinner and First at cocktails by the beach we had 60 mL of gin, a glass of wine and french fries and it was a high popping 72 American dollars. We got to the restaurant the …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Galuano1,05-May,a month ago on,"We were pleasantly impressed by the time we set foot in the 1 until we left. Starting with the awesome welcome by Mr Suresh and Mr Govind, people at reception, support staff all around the property and beach were really courteous and …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Inder J,01-May,2 weeks ago on,It is not a 5 star 1. It is a Dharamshala. So Dirty & unkept. No cleanliness. Very old 1. Everyone should resist/desist from staying in an age old worn out 1. This is to create an awakening for those who wish to enjoy on a beach …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
shailendra s,05-May,3 weeks ago on,The stay was good. the welcome was warmly done by Suresh and he also guided about nearby places. The atmosphere at KoKomomo restraunt was great. Food was limited at beachside restraunt however tasty. Resort is kid friendly and cycles are available,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Meiyappan Ramanathan,05-May,2 weeks ago on,"had an amazing breakfast at Melting Pot thanks to the Intercontinental 1, Mahabalipuram. I would like to mention Ms.Sree and Amen for their amazing service and hospitality provided to us. I would like to thank the Duty Managers Ram, …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Kranti,04-May,5 months ago on,"Hi, …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Siya S,05-May,2 months ago on,Intercontinental was a very nice and luxurious stay  the service and staff were very friendly but the only thing that I didn't like was start the beach wasn't very accessible which was the main reason why we picked to stay at a beach resort …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Vijay P,05-May,2 weeks ago on,Excellent Thai massage was performed by Thotmaya. It was just like being in Thailand having a local professional applying the ancient techniques and art to made strong treatment. I would highly recommend to you all to give Thai massage a try.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Gokul GS,02-May,4 months ago on,No beach access. Yes! You can just view the beach as the entry is restricted due to steep shore and loose sand.. I specifically checked for beach access before travelling. …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Ken Hetherington,01-May,3 weeks ago on,A hugely disappointing 5 day stay - from the property itself through the lack of service to the unkempt facilities …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Suerich,05-May,6 months ago on,It was a wonderful experience staying at the intercontinental 1. The reception desk was very helpful in catering with our needs. The room was clean and has a very good ambience. The housekeeping staff are friendly and helpful. The …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
sakshi j,05-May,3 weeks ago on,"The overall experience was so perfect, loved the welcome, rooms, ambience, the spa, breakfast, everything was spot on :)|Special mention to Nisha, who helped us with the steam and sauna. Definitely visit this resort if you are in Mahabalipuram.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Sajid Ahmed,05-May,5 months ago on,"Loved every bit of our stay over here. Right from the warm welcome offered by Mr Suresh(from UK :D) to every other aspect of our stay at this property, the hospitality was top-notch. The room was very clean and just as shown in the …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Aliya Riemen,01-May,a month ago on,"Unfortunately the experience was very bad. We were said they had a dinner Christmas gala night . We traveled with an infant so we decided to stay back. The booking was very time consuming and expensive. The rooms had no soap, towels or …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Dinesh Mishra,05-May,a week ago on,"Nice place for the vacation.
Great rooms
Excellent service. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Hemraj,05-May,6 months ago on,From the traditional welcome to the exit from the 1 the staff were very courteous and helpful. They were reaching out on their own to make us comfortable. The property is on the beach and a beautiful one.  It has three restaurants and …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Balmukund Shukla,03-May,5 months ago on,"Visited 1st week of Sept 23 (Fri) for buffet dinner, Buffet Price: 2200 Rs

Pro: …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Happiness65046947864,05-May,3 weeks ago on,"Alena Rai was very relaxing and the ambiance was good, I almost fell asleep because it was so relaxing, I really liked the whole thing and if I come back I would want to do this again for sure, probably a massage next time as well, but I enjoyed it 🫶 …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
narendhiran pandurangan,04-May,4 months ago on,A very good resort. Huge property. Awesome lunch buffet. Only down side is the center artificial water body which is not planned well and not maintained. It could have been a good place for flowering plants and lawn which might actually uplift the looks of the barren view of the granite cladded walls.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Rupayan,04-May,6 months ago on,"We went to this resort to celebrate a special occasion, property is good - it has private beach access and inhouse restaurants. They gave us a room upgrade because of IHG diamond status, and were kind enough to provide lounge access to …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Mohamed M,05-May,3 weeks ago on,"Overall it was an amazing experience..|Thank you.. |Well trained and professional staff..|Room was neat and clean.. upto to our expectations..|Lovely stay..|Beach access and the ambiance superb..|Food quality, especially the breakfast was superb..","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Hunty@1,05-May,4 months ago on,"Great swimming pool, even during peak times well spaced out rooms gives us privacy. Restaurants are a bit pricey but cocomo gives us a good ambience. Good weekend getaway","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Priyadharshini Venkatraman,05-May,4 months ago on,"My mom and I had a great stay at Intercontinental. The 1 has such a peaceful vibe and it's great to just walk around in the corridors, chill by pool or walk to the beach. I'd like to specifically thank Altaf, the staff at the …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Babitha,04-May,8 months ago on,The property was calm and serene. The rooms were comfortable and spacious. We had nice time spending in the property. The food ordered in room dining and Kokomo restaurant was awesome. Thanks for everything! …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
khan ehtesham,04-May,6 months ago on,"A little bit away from the city but a good property.
Designed primarily for marriage events etc, it’s vice of a happening resort is missing. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Shilps,04-May,6 months ago on,Was staying for 5 days for a conference. Excellent support and cooperation from the front desk staff. The cleanliness of the room could have been better. For eg - Dusty side tables and laundry baskets. Beds are quite comfortable.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Dr Arun,05-May,a month ago on,Excellent hospitality and great food spread in buffets. Nice calm location. Only con was no private beach or water sports,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Ash king,04-May,3 months ago on,The service was excellent and the best part of the place. Food was mostly good except for a few dishes. Location and place is maintained neatly except the ponds which I personally felt could have been better maintained.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Anonymous,05-May,5 months ago on,Excellent stay in Intercontinental. We reserved Classic kingbed with bedroom. Room is real luxury. Breakfast and dinner was buffet and it meets out expectations :) beach access is 24 hrs and free yoga session in morning.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Devsasi,05-May,6 months ago on,Stayed with the Family. It was a pleasant and Memorable Stay. The room was nice and the staffs were very good in terms of hospitality. There was no issues to mention in the overall stay. The food was tasty and beach access is a blissful experience,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Palani Subbiah,05-May,8 months ago on,This a very good 1 with excellent service. We stayed here for vacation. The food at the restaurants were great. The breakfast buffet spread was very good and quality of food was also great. My wife hurt her back and the 1 went above …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
TNRA,05-May,7 months ago on,"Great property, excellent location, good ambiance, very spacious layout with a clean beach; attentive staff and good service. The rooms were good. If I have to pick an issue, that would be the towels in the room. These looked somewhat old. …","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Sreedeep Sundaran,02-May,3 months ago on,This review is primarily for the shoddy job IHG 1 Chennai did with our booking. One day before the check-in they informed us over email that the beach is not accesible due to Maintenance work. This was extremely absurd and …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Nelofer Shibin,01-May,3 weeks ago on,"The lifts aren’t maintained properly. Got stuck in there more than 5 minutes with our infant. Panicked and called them only to hear ‘our team is on the way’. Finally after opening, ‘what could we do for the technical fault’ was their answer. Never visiting icc again.","InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Mithun,04-May,9 months ago on,We booked a classic king bed with bath tub. We enjoyed our whole stay starting from check in till check out. The employees were customer friendly with always a smiling face.  The property is enormous and the room was well maintained. The …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Indrani J,05-May,3 months ago on,Food is delicious. Portion is very good. Little expensive. Lovely resort located near the beach. Staff is courteous,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
siddharthsan,05-May,7 months ago on,I have been married for a year and half but we haven't gotten anywhere yet. So i thought i should give my wife an unforgettable experience. Fortunately we able to go with our 6 months baby. I choose Intercontinental for our stay. You took …,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
Md Zakir Hussain,04-May,3 months ago on,The 1 is very comfortable and the staff are very courteous. The restaurant is good but overly priced. Now beach access is missing that let this place bit down.,"InterContinental Chennai Mahabalipuram Resort, an IHG 1",4.5,5,12900,Pool,Spa,Free parking,Free Wi-Fi,19
